id,word
357,Sometimes|we|decide Sometimes|we|<unk> So|sometimes|we Sometimes|we|'re Sometimes|we|'ll Sometimes|we|choose Sometimes|we|meet And|sometimes|we Sometimes|we|try Sometimes|we|accept Sometimes|we|will Sometimes|we|also Sometimes|we|get Sometimes|we|ask Sometimes|we|teach Sometimes|we|test Sometimes|we|often So|<comma>|we Sometimes|we|make Sometimes|we|let Sometimes|we|do Sometimes|we|'ve Sometimes|we|are Sometimes|we|put Sometimes|we|pick Sometimes|we|think Sometimes|we|take Sometimes|we|can Sometimes|we|just Sometimes|we|guess Sometimes|we|answer Sometimes|we|give Sometimes|we|recommend Sometimes|we|'m Sometimes|we|go Sometimes|we|have Now|sometimes|we Sometimes|<comma>|sometimes Sometimes|we|actually Sometimes|we|respond Sometimes|we|know Sometimes|we|want Sometimes|what|we Now|<comma>|we Sometimes|we|come Sometimes|let|'s Sometimes|we|tell Sometimes|we|remember Sometimes|we|expect Sometimes|we|wonder Sometimes|we|stop Sometimes|we|now Sometimes|we|turn Sometimes|we|notice So|Sometimes|we In|fact|we Sometimes|we|realized Sometimes|we|then Sometimes|we|express Sometimes|we|may Sometimes|we|see Sometimes|we|find Sometimes|we|commit Sometimes|we|thought Sometimes|we|convince Sometimes|<comma>|I Sometimes|we|appreciate Sometimes|we|listen Sometimes|you|are Sometimes|we|sing Sometimes|we|got And|<comma>|we Sometimes|we|were <unk>|<comma>|we Sometimes|we|should Sometimes|we|really Sometimes|we|kind Sometimes|we|offer Sometimes|we|assume Sometimes|we|would Well|<comma>|sometimes Sometimes|let|we sometimes|we|<unk> Sometimes|we|miss Sometimes|we|prefer Sometimes|we|discuss Sometimes|we|be Sometimes|we|admit Sometimes|we|hire Sometimes|we|decided Sometimes|we|leave Sometimes|we|start Actually|<comma>|we Sometimes|we|avoid Sometimes|we|realize Sometimes|we|react Sometimes|we|guys Sometimes|we|keep and|sometimes|we Sometimes|we|'d
358,We|could|fly We|can|fly So|we|could We|could|go We|might|be You|could|fly We|could|stop We|might|we And|we|could We|were|we We|could|be We|have|we We|may|we We|could|get We|'ve|could We|could|survive So|we|might We|could|<unk> We|might|fly We|'d|we We|might|go We|might|<comma> We|could|open We|could|up And|we|might We|had|been You|can|fly We|could|play we|could|fly What|we|could We|could|actually We|know|<comma> We|could|have We|could|change So|<comma>|we We|might|stop So|we|can We|could|slow We|might|at You|might|we We|could|fight We|should|fly We|thought|about We|might|on We|could|stand We|able|to We|could|take and|we|could We|could|spend We|could|keep We|would|be We|could|down We|should|be We|can|go We|may|be We|might|have We|could|walk We|could|not You|could|go Now|we|could We|could|stay We|like|we We|could|come We|might|they We|could|do We|could|drop We|might|you We|might|take We|could|put We|could|grow We|could|<comma> We|might|<unk> We|could|increase We|could|live We|'re|what We|could|still And|we|can We|could|cut We|might|the We|could|double We|could|left We|might|move We|could|turn We|might|get We|may|fly It|was|able We|could|run We|might|to We|could|swim We|might|open We|got|up We|might|up Now|<comma>|we We|could|weigh We|could|on Well|<comma>|we We|could|break We|could|pay We|can|stop We|could|flying
359,In|fact|<comma> <unk>|actually|<comma> They|actually|<comma> <unk>|even|has There|'s|actually There|was|actually You|know|even And|there|was You|'ve|'ve So|<comma>|actually So|<comma>|even And|actually|<comma> There|is|actually We|'ve|actually And|there|'s And|even|have They|'ve|even There|was|even So|there|was And|there|is We|'ve|'ve And|then|<comma> And|that|has <unk>|even|got <unk>|<comma>|even And|the|even <unk>|even|<unk> You|know|actually And|we|'ve <unk>|even|made Well|<comma>|even It|was|a And|you|<comma> You|'ve|actually There|is|even They|'ve|have <unk>|has|even <unk>|even|created And|<comma>|actually Now|<comma>|actually They|even|<comma> Now|<comma>|it What|'s|even <unk>|<comma>|actually And|it|even <unk>|even|had What|is|even So|actually|<comma> There|'s|still And|it|got <unk>|even|was They|'ve|actually <unk>|even|have We|'ve|even So|there|'s Now|<comma>|there <unk>|even|developed And|it|actually And|I|'ve It|actually|is <unk>|even|designed We|actually|<comma> Now|<comma>|you In|fact|that They|actually|a And|yet|has I|'ve|actually And|there|has So|we|'ve There|was|at Actually|<comma>|even There|was|still So|there|is In|<unk>|<comma> And|it|was Well|<comma>|actually If|you|even Now|<comma>|even There|has|actually And|in|the In|fact|there What|is|actually But|there|was <unk>|at|all <unk>|actually|there In|fact|it There|'s|even <unk>|even|built And|<comma>|even They|actually|there In|<unk>|even And|it|has So|<comma>|in <unk>|even|did Actually|<comma>|actually <unk>|have|actually If|you|have It|also|<comma> So|there|has So|<comma>|at
360,But|to|fly But|in|Mars But|on|Mars But|in|the But|at|the But|then|<comma> But|<comma>|to But|by|Mars But|it|would But|<comma>|in But|we|got But|we|had But|back|to But|there|was But|when|you But|for|of But|that|was But|again|<comma> But|at|Mars But|<unk>|<comma> But|there|would But|for|the But|of|course But|then|in But|then|we But|in|<unk> But|this|is But|there|is But|<comma>|by But|<comma>|at But|at|<unk> But|this|was But|then|to But|to|stop But|with|Mars But|to|open But|when|it But|when|we And|to|fly But|that|is But|<comma>|on But|up|to But|about|Mars but|to|fly But|at|all But|it|was But|we|'ve But|if|it But|let|me But|by|the But|is|to But|<comma>|for But|then|the But|on|the But|<comma>|the But|we|would But|to|go But|what|is But|actually|<comma> But|just|] But|then|at But|to|slow But|just|<comma> But|to|<unk> But|in|income But|by|oil But|one|of But|if|you But|in|Florida But|when|the But|to|up But|yet|<comma> But|<comma>|when But|what|we But|if|they But|we|'d But|now|would But|in|oil But|to|survive But|on|oil But|we|have But|anyway|<comma> But|I|would But|when|they But|we|never But|<comma>|we And|then|<comma> But|what|was But|not|to But|when|there But|let|it But|in|all But|from|Mars But|then|from But|going|to But|then|by But|finally|to But|then|<unk> But|here|to But|if|<comma>
361,A|different|time The|other|time A|different|times The|other|times Another|time|we A|other|time And|a|different And|this|is Another|time|<comma> So|a|different And|then|can Another|time|is And|another|time So|the|other So|<comma>|we So|another|time We|can|not And|there|is And|so|much There|'s|the And|it|<comma> Another|time|can And|you|can And|there|'s Another|time|that Another|time|of And|a|other So|<comma>|the There|are|the So|a|other So|this|time So|there|is You|can|we And|that|can And|the|most another|time|<comma> There|is|the Now|<comma>|a And|we|can And|one|other And|that|'s Now|<comma>|there And|the|time So|<comma>|this Now|<comma>|we Now|<comma>|this And|that|we So|<comma>|a One|other|time There|'s|a And|that|is And|there|are And|so|can Now|<comma>|the So|<comma>|you So|<comma>|it Now|<comma>|another Now|<comma>|it Now|<comma>|one So|there|are Now|<comma>|I A|other|times So|<comma>|that And|some|times And|I|can And|this|was It|'s|a There|'s|other And|this|one This|is|the Now|<comma>|that And|one|more Another|time|you And|then|ca We|can|n't And|again|<comma> That|'s|different A|else|we And|<comma>|a And|so|a So|that|we We|ca|n't So|it|can And|<comma>|another So|we|can And|then|do And|actually|<comma> There|'s|another And|he|can There|is|a A|new|time So|<comma>|I Well|<comma>|a A|other|thing Let|'s|another And|let|'s A|different|once I|can|of So|then|<comma> I|ca|n't
362,<unk>|and|natural <unk>|and|movement <unk>|and|nature <unk>|and|power There|are|more <unk>|and|progress <unk>|and|<unk> The|<unk>|and Now|<comma>|and You|know|<comma> It|'s|more <unk>|and|gas So|<unk>|and <unk>|and|control You|know|and <unk>|and|art So|<comma>|<unk> <unk>|and|development But|<unk>|and This|is|more We|have|the Great|and|the So|<comma>|the The|walls|and <unk>|and|climate We|know|<comma> <unk>|and|the Now|<comma>|of And|<unk>|and You|know|the <unk>|and|world Now|<comma>|the <unk>|and|motion <unk>|and|force <unk>|and|laws Red|and|natural <unk>|and|movements We|'ve|have We|have|more Well|<comma>|<unk> <unk>|and|cells <unk>|and|resources <unk>|and|stem I|mean|<comma> <unk>|and|living skin|and|natural We|have|a We|'ve|are So|<unk>|are Here|are|more Now|<comma>|in Well|<comma>|the <unk>|and|Nature <unk>|and|experts <unk>|and|complexity Red|and|movement walls|and|the and|<unk>|and Thank|you|have Great|and|of These|are|more <unk>|and|forces engineers|and|- We|have|it skin|and|movement We|'re|the So|you|have We|are|more <unk>|and|evolution So|<unk>|<comma> All|of|the <unk>|and|behavior So|the|<unk> There|are|getting <unk>|and|technology Now|<comma>|<unk> skin|and|nature As|a|sense They|are|more We|'ve|'re So|we|have We|have|<unk> <unk>|and|growth Now|<comma>|as Red|and|the Great|and|<unk> That|'s|more <unk>|and|nuclear They|are|the <unk>|and|in The|skin|and <unk>|and|human When|you|are They|'re|the source|and|nature We|'re|more We|have|been source|and|power <unk>|and|of <unk>|and|public
363,We|all|want And|we|all You|all|want So|we|all We|all|wanted We|all|need We|all|'d We|'ve|all We|all|would All|we|all So|all|we We|all|really We|all|wants We|all|have We|are|all And|all|want We|will|be We|all|like So|<comma>|we We|all|<unk> We|have|all We|'re|to and|we|all We|'re|we We|all|should But|we|all So|all|of You|'ve|all We|would|be We|all|needed They|all|we We|all|all They|all|of We|all|to We|all|just We|all|will We|all|know We|all|got We|were|all We|all|had We|everybody|wants We|all|could All|of|we Now|<comma>|we We|all|must You|want|to We|do|n't We|all|do Now|we|want We|all|used We|all|love We|'re|all We|'re|the We|all|are We|all|did Let|'s|all We|all|took In|fact|<comma> So|<comma>|all We|all|the We|everyone|wants You|all|would We|'re|you We|were|we We|want|we What|we|all And|we|'re We|just|we We|'re|that We|all|'ve We|all|trying You|all|'d You|know|<comma> We|all|actually We|'re|<unk> We|should|all Everybody|wants|to This|is|all We|all|with We|all|might We|all|of We|all|take We|actually|is You|'d|want We|did|we All|of|us We|all|supposed You|would|be We|'re|it You|have|to And|that|we We|should|we We|all|go We|all|give And|we|'ve We|all|were Okay|<comma>|all You|could|be I|mean|<comma> So|we|'re
364,Sometimes|of|course Sometimes|<unk>|are Sometimes|these|are Sometimes|<comma>|<unk> Sometimes|the|problems Sometimes|those|are Sometimes|<comma>|more Sometimes|<comma>|the So|sometimes|have Sometimes|<comma>|of Sometimes|<comma>|these And|sometimes|have Sometimes|<comma>|some Sometimes|you|are You|know|<comma> Sometimes|<comma>|you Sometimes|it|'s Sometimes|people|are So|<comma>|sometimes So|sometimes|get Sometimes|there|are Sometimes|<comma>|those Sometimes|<comma>|there And|sometimes|know Sometimes|some|of Now|<comma>|sometimes There|are|<unk> sometimes|<unk>|problems Sometimes|<comma>|people Sometimes|we|'ve Sometimes|<comma>|as Sometimes|most|of <unk>|are|<unk> Sometimes|<comma>|for The|other|problems Sometimes|<comma>|they There|are|more Sometimes|there|<comma> <unk>|are|the Sometimes|be|<unk> So|sometimes|know Sometimes|<comma>|most Sometimes|<comma>|it <unk>|are|some Now|sometimes|be And|sometimes|get So|sometimes|think Sometimes|<comma>|a Sometimes|<comma>|I sometimes|<comma>|sometimes Sometimes|<comma>|sometimes Sometimes|<unk>|<comma> Sometimes|the|problem Sometimes|some|are Sometimes|most|be Sometimes|<unk>|is Sometimes|<comma>|in I|mean|<comma> So|sometimes|got And|sometimes|are Sometimes|in|the Sometimes|we|got Sometimes|I|be Well|<comma>|sometimes Sometimes|powerful|problems Sometimes|some|people Sometimes|<comma>|that So|sometimes|do Sometimes|I|get In|fact|<comma> So|sometimes|are worse|problems|are <unk>|are|more Sometimes|non|- Sometimes|they|'re Sometimes|common|problems Sometimes|<comma>|with Sometimes|you|were There|are|some Sometimes|sometimes|<comma> and|sometimes|<comma> Sometimes|<comma>|and Sometimes|more|of Sometimes|very|much Sometimes|that|'s Sometimes|this|is So|<unk>|problems Sometimes|to|be You|know|these Sometimes|they|are Sometimes|obviously|are Sometimes|more|<unk> <unk>|are|a I|think|of So|<comma>|Sometimes Some|are|<unk> Sometimes|life|are A|lot|of Sometimes|<comma>|both And|sometimes|find
365,And|it|was It|was|thought It|was|the So|it|was It|was|<comma> It|was|<unk> It|was|a And|this|was It|was|being It|was|really It|was|found It|was|known It|was|discovered It|got|been So|this|was It|was|that And|it|got It|was|also There|was|the It|was|helped It|was|many It|was|liked It|was|people It|was|actually There|was|a It|was|something It|was|just It|was|in So|<comma>|it and|it|was It|was|all It|was|believed And|there|was Now|<comma>|it And|that|was It|was|long There|was|that It|was|to It|was|got It|was|n't It|was|taken It|was|kind There|was|it It|was|given It|was|some It|has|thought It|was|only It|was|life It|was|loved It|was|very It|got|a It|became|a It|was|said It|was|used It|was|been It|was|learned It|was|thinking It|was|made So|that|was And|it|has There|was|this You|'ve|was It|was|it So|there|was It|was|sort It|was|meant It|became|the There|was|long It|was|my This|was|thought It|was|I It|was|out There|was|n't So|it|got It|was|quite It|was|much and|it|got It|was|even It|was|so It|was|was You|know|<comma> It|was|told It|was|suddenly It|got|<unk> And|he|was It|was|still And|it|became Now|it|was It|was|done It|was|written It|was|on There|was|so It|was|ever It|was|of It|was|Thank You|know|that So|<comma>|he It|has|been and|this|was It|was|as
366,And|on|the And|on|top And|at|the There|are|a So|at|the Now|<comma>|big And|there|are There|are|the So|on|the And|in|the And|at|a A|lot|of So|there|are There|are|some There|are|this And|on|front And|finally|<comma> And|so|<comma> And|this|is So|finally|<comma> And|in|front Now|<comma>|great And|at|this And|that|'s So|<comma>|there There|are|there They|'re|going And|on|a A|big|problems There|are|it There|'s|big And|so|far This|is|the So|the|big A|great|problems And|on|on There|are|that And|on|<unk> And|then|is But|on|the And|by|the I|think|about far|big|problems Meanwhile|<comma>|big We|'re|the In|some|problems Well|<comma>|big And|you|<comma> And|on|that And|finally|big And|at|some So|on|top and|on|big And|the|way And|so|much And|in|a And|very|big And|at|all So|in|the There|are|you So|then|<comma> In|<unk>|<comma> There|'s|great And|it|'s Now|<comma>|a There|are|very And|at|it In|the|<unk> In|the|same And|more|problems And|a|big <unk>|<comma>|big <unk>|are|actually There|are|n't So|on|<unk> And|then|<comma> And|on|your So|the|great And|there|<comma> So|<comma>|<unk> And|<unk>|a Meanwhile|<comma>|great And|on|some And|there|in A|lot|there We|actually|to The|<unk>|are And|eventually|<comma> And|on|this Well|<comma>|great By|the|end And|<unk>|the It|'s|big The|most|of <unk>|are|a So|<comma>|most And|<comma>|there <unk>|are|going There|are|big And|the|<unk>
367,<unk>|problems|are And|<unk>|problems The|problems|are So|<unk>|problems You|know|<comma> Now|<comma>|<unk> The|problem|are <unk>|problems|<comma> No|problems|are That|'s|problems In|<unk>|problems <unk>|problems|have Now|<unk>|problems <unk>|problems|is There|are|hard <unk>|issues|are So|<comma>|<unk> In|the|problems With|problems|are Did|problems|are My|problems|are There|are|difficult It|'s|hard beautiful|problems|are For|example|is <unk>|issues|of And|the|problems Small|problems|are Does|problems|are Bad|problems|are And|so|much So|the|problems <unk>|<unk>|are For|example|of More|problems|are Different|problems|are And|there|are <unk>|information|are Social|problems|are In|fact|problems <unk>|problems|were Good|problems|<comma> I|mean|problems But|<unk>|problems So|<comma>|as <unk>|technology|is Really|problems|are Our|problems|are The|issues|<comma> A|big|problems <unk>|trouble|problems Great|problems|are and|<unk>|are In|the|problem Real|problems|are Local|problems|are Do|problems|are Any|problems|are Simple|problems|are For|example|<comma> A|lot|. Public|problems|are High|problems|are powerful|problems|are They|are|the <unk>|issues|is Well|<unk>|problems <unk>|cells|are <unk>|issues|. And|very|hard <unk>|problems|in Now|<comma>|the And|then|are And|this|is In|fact|<comma> Very|hard|problems And|so|<comma> And|the|problem Well|<comma>|<unk> <unk>|technology|are And|<unk>|are And|in|the If|you|have The|problem|is It|'s|difficult And|as|a No|problem|are There|is|hard There|are|<unk> <unk>|problems|will <unk>|problems|'s The|issues|are <unk>|problems|<unk> So|<comma>|a And|it|are <unk>|problems|do <unk>|problems|go Thank|you|have <unk>|problem|<comma> <unk>|issues|<comma>
368,It|'s|not It|is|n't It|does|n't It|was|not And|it|is This|is|n't There|'s|not This|is|not It|is|not There|is|not It|was|n't So|it|does So|<comma>|it You|know|not That|'s|not It|'s|no it|'s|wrong In|fact|<comma> It|'s|n't It|would|not So|it|'s It|has|n't Now|<comma>|it So|this|is It|wo|n't It|is|that It|is|it The|fact|we We|do|n't And|this|is <unk>|is|not They|do|n't Well|<comma>|it It|would|n't It|are|not So|it|not There|are|n't It|really|<comma> What|it|'s It|works|<comma> And|it|'s There|is|n't and|it|does It|are|n't It|did|n't It|makes|it The|fact|that And|it|does You|ca|n't It|does|not So|it|is it|does|n't it|is|that And|it|was It|actually|is We|are|n't Now|it|does But|it|does It|is|this It|turns|that It|ca|n't Now|<comma>|this In|fact|that I|do|that And|that|is So|there|is She|does|n't So|that|point It|'s|the It|will|that And|that|'s You|know|it It|'s|does It|'s|really You|know|that You|do|that Which|is|not The|idea|is it|was|not It|'s|<unk> It|<unk>|that and|it|is It|’s|- It|wrong|<comma> <unk>|does|n't What|it|does What|it|is It|might|be It|no|thing We|do|we They|are|that They|'re|not You|know|n't Because|it|'s We|'re|true So|it|wo Now|this|is It|'s|a And|there|is It|<comma>|we
369,But|this|is But|that|is But|that|'s But|it|'s And|this|is But|it|is but|this|is But|here|is But|there|is But|there|'s But|these|are But|this|was And|that|is So|this|is But|<comma>|this Now|this|is But|that|was But|is|a But|it|was But|these|is but|that|'s But|it|has Now|<comma>|this But|this|'s But|this|one But|this|has But|of|this But|there|are But|<comma>|it But|the|model but|that|is But|it|does But|it|also But|<comma>|that But|it|can This|is|this But|<comma>|is But|a|model But|that|has But|you|do But|it|makes But|that|<comma> and|this|is But|that|makes But|<comma>|but But|it|turns And|it|<comma> But|<comma>|at But|those|<comma> And|that|'s But|we|can You|know|<comma> But|I|got Now|<comma>|it But|now|is Well|<comma>|this But|<comma>|of Now|<comma>|that But|this|are But|<comma>|the But|in|the But|<comma>|and But|here|'s But|this|<comma> Well|this|is But|that|’s but|it|is But|you|'re It|'s|this This|is|that But|<unk>|<comma> But|it|might But|it|will But|that|will But|<comma>|in But|so|is But|that|<unk> But|that|are But|the|ice But|to|be That|'s|this But|then|have But|that|one But|one|of But|it|’s But|this|time But|they|do But|for|the But|those|are It|'s|that But|that|also Yet|this|is But|this|thing But|that|it But|that|does But|so|<comma> But|that|this But|at|this But|is|an But|it|really
370,It|'s|not It|was|not It|was|n't It|does|n't This|is|the Not|the|year It|is|not That|'s|not There|'s|the You|know|it There|is|n't it|'s|not It|has|n't It|does|not You|know|the You|know|that This|was|not The|year|<comma> It|'s|n't This|was|n't So|<comma>|it It|is|n't And|it|'s That|was|n't You|know|not So|it|'s There|was|n't So|there|'s It|did|that You|do|n't This|is|that You|know|this You|know|no It|'s|the It|did|n't And|it|was There|'s|not and|it|not Do|n't|not There|'s|<unk> I|do|n't And|it|does not|the|year Now|<comma>|it And|this|is You|ca|the You|know|<comma> There|'s|no You|ca|n't It|ca|n't There|was|not So|this|is We|do|n't It|really|is I|do|not There|is|not It|would|be And|it|is There|are|the She|'s|the So|it|was It|'s|really You|know|a That|was|not A|year|not It|not|the I|did|n't It|would|n't It|'s|a He|'s|not And|there|not It|<unk>|the it|does|n't So|it|does Not|that|'s They|do|n't She|was|the You|know|of You|know|to It|would|the It|'s|that So|this|was It|'s|no So|the|year this|is|n't This|is|this You|'re|it So|there|is There|'s|it It|’s|the You|did|n't It|wo|n't There|'s|that It|did|the You|know|there We|did|n't There|are|that And|this|was there|'s|not I|'m|the
371,But|the|<unk> But|on|the But|at|the But|in|the But|then|<comma> You|know|<comma> But|by|the But|there|<comma> Now|<comma>|the The|<unk>|is But|<comma>|the But|then|the The|<unk>|<comma> But|this|is But|of|course But|it|was But|<unk>|<comma> But|the|most And|then|<comma> But|this|does But|I|got There|was|the Well|<comma>|but But|that|was But|<unk>|the But|yet|<comma> Well|<comma>|it But|you|<comma> And|yet|<comma> But|actually|<comma> But|<comma>|in But|for|the But|of|the It|was|it But|to|be And|so|much Now|<comma>|on And|I|was But|<comma>|on Now|<comma>|in Now|<comma>|this But|on|<unk> <unk>|<comma>|but But|in|<unk> The|<unk>|was But|<comma>|this At|the|<unk> But|<unk>|on But|on|top But|now|<comma> Most|of|all So|<comma>|but And|at|the It|was|the The|<unk>|of So|on|the But|he|'s But|what|is And|it|was But|<comma>|it And|in|the But|most|of but|on|the Now|<comma>|it But|<comma>|at The|<unk>|does But|anyway|<comma> So|there|was And|this|was But|this|was But|the|thing The|<unk>|<unk> Now|<comma>|at Now|<comma>|there But|then|on So|<comma>|of But|there|'s And|<unk>|was There|is|it And|on|the <unk>|<comma>|I The|<unk>|would What|is|<comma> But|there|is So|<comma>|<unk> But|<comma>|there But|<comma>|of So|the|<unk> So|in|the So|at|the And|<comma>|of But|that|'s But|of|<unk> But|the|one At|all|of But|then|there This|is|the But|the|other But|does|n't And|that|was
372,He|was|only He|was|just He|was|a And|he|was So|he|was He|was|at He|had|been He|was|the It|was|it He|was|in He|was|on and|he|was He|was|<unk> He|just|was He|had|just He|was|about This|was|just He|was|for He|had|only It|was|the He|was|half It|was|there It|was|just he|was|only It|was|a This|was|only he|was|just It|was|he It|was|n't He|was|there It|was|this He|was|three He|'s|the So|<comma>|he He|was|not He|was|n't But|he|was He|was|an It|was|that He|was|<comma> He|was|almost <unk>|was|just He|was|actually He|was|very He|was|that He|was|like Now|he|was He|was|all So|it|was He|was|out He|was|alone So|he|had He|only|three That|was|only That|was|just Because|he|was And|it|was He|was|some He|'s|a He|was|simply It|was|at They|were|three <unk>|was|only He|had|a He|said|<comma> He|was|to He|was|still He|actually|three They|just|three It|was|<unk> He|was|going What|he|was He|was|one He|was|it He|was|ever It|was|on He|was|four <comma>|he|was He|was|with He|was|number it|was|three Now|<comma>|he He|got|just He|was|probably He|was|per He|was|-- He|were|just He|'s|just He|was|nearly He|got|only He|has|been He|was|and I|was|just <unk>|<comma>|he He|was|over He|were|only It|was|out He|was|this He|was|every He|was|quite
373,And|it|'s And|this|is And|it|is And|there|'s And|that|is And|there|is And|it|was And|that|'s And|so|it And|it|has And|it|turns And|so|<comma> And|there|are and|it|is And|so|this And|it|<unk> And|it|’s And|she|'s And|you|know So|it|'s And|these|are So|it|is And|it|makes And|he|is And|it|also And|<unk>|is And|it|are And|it|matters So|this|is And|<comma>|it You|know|<comma> And|it|really And|what|it And|there|was And|<comma>|if And|it|can And|she|is And|here|is And|what|is And|then|have And|it|does And|it|goes And|you|see And|he|'s And|we|are And|so|there And|that|has And|it|might But|it|'s and|this|is And|that|was And|we|have So|<comma>|if And|it|will And|is|<unk> And|here|'s And|this|was And|so|that And|it|actually And|it|<comma> Now|<comma>|it And|it|gets And|and|it And|you|got And|you|have And|what|'s And|what|this And|I|think And|now|is And|it|says And|they|'re And|to|be And|that|<unk> It|'s|<unk> So|there|<comma> And|it|happens This|is|<unk> And|it|would And|that|it And|<comma>|you And|really|is And|those|are And|the|thing And|it|seems And|<comma>|is And|the|question And|actually|<comma> And|so|we It|'s|- And|they|got And|it|works And|then|<comma> And|it|takes So|it|was And|then|are And|the|fact And|it|may And|it|looks And|<comma>|this And|we|'re
374,We|are|we We|'re|on We|'re|in We|'ve|'re We|have|to We|'ve|'ve We|'ve|are We|'re|going We|are|you So|we|'ve We|'ve|have So|we|'re And|we|got We|'re|at We|are|they We|'re|<unk> We|'ve|<unk> So|we|have We|know|<comma> We|are|the So|we|are We|are|it We|'re|actually We|'re|looking We|<unk>|us So|<comma>|we We|are|there We|'re|up You|know|<comma> We|'ve|come We|are|that And|we|'ve We|are|on We|'re|asked We|'ve|go We|'re|all We|'re|just We|'re|a We|have|<unk> We|have|been We|go|on We|'re|the We|have|the We|'re|still You|are|we We|'ve|were We|'re|being We|'ve|got We|are|<unk> We|'ve|went We|are|this You|know|we We|'ll|are We|are|in We|come|on We|'ve|give We|'re|based We|'ve|get We|are|n't We|have|a We|have|one We|'re|playing And|we|<unk> We|'ve|asked There|are|we We|'ve|started We|are|he We|actually|<comma> We|got|to We|'re|back We|are|she We|'re|got We|went|to We|'re|standing We|'re|behind We|are|<comma> We|'re|here We|'ve|put We|'re|getting We|'ve|share We|'re|starting We|'re|now We|'re|to Now|<comma>|we We|get|to We|share|us We|'re|connected We|'re|doing We|'re|around We|are|these We|have|<comma> We|'re|coming We|are|a And|we|have We|'re|flying We|talked|about We|'re|moving We|'re|living And|we|asked We|have|started
375,Does|God|<comma> <unk>|God|<comma> Is|God|<comma> Did|God|<comma> <unk>|God|know Does|God|is Be|God|<comma> If|God|<comma> Have|God|<comma> Remember|God|<comma> Sorry|<comma>|it Do|God|<comma> Does|God|does In|fact|<comma> <unk>|God|feel Should|God|<comma> Did|God|know <unk>|God|mean <unk>|God|do <unk>|God|think Anyone|know|<comma> <unk>|God|get You|know|<comma> Tell|God|is or|God|<comma> Does|God|; Good|God|does Sorry|about|God Any|God|<comma> Do|God|that Just|God|<comma> <unk>|God|have There|'s|God Has|God|<comma> Did|God|feel Really|God|<comma> There|is|God Who|does|n't Does|God|-- Did|God|think Does|my|God Take|God|<comma> So|<unk>|God Did|God|mean Think|about|God I|mean|<comma> Does|God|that Excuse|God|<comma> <unk>|<unk>|<comma> Did|God|do I|mean|? Whether|God|<comma> Forget|God|<comma> <unk>|God|; Did|God|get Sorry|<comma>|I Anybody|know|<comma> <unk>|my|God Does|God|'s Good|God|is Believe|God|<comma> Give|God|<comma> Sorry|<comma>|that Had|God|<comma> What|God|<comma> <unk>|God|make <unk>|'s|God They|do|n't I|'m|God Anyone|<comma>|<unk> <unk>|sound|<comma> Who|is|God Am|God|<comma> Anyone|do|n't Well|<comma>|it But|<unk>|<comma> Sadly|<comma>|it Move|God|<comma> Bad|God|<comma> <unk>|God|be Which|is|not <unk>|God|understand '|God|<comma> Anyone|just|<comma> <unk>|God|believe Sorry|<comma>|there Who|'s|God Sorry|<comma>|actually Does|God|: unfortunately|<comma>|it <unk>|God|tell Sorry|<comma>|just Looks|God|<comma> If|God|is Did|God|; Was|God|is Does|God|<unk> Sounds|God|<comma> Pardon|<comma>|it Anybody|<comma>|it
376,Thank|you|very Thank|you|so Thank|you|. Thank|you|<comma> Thanks|so|much So|thank|you Thank|you|a Thank|you|for Thank|you|all And|thank|you Thanks|thank|you Thank|you|that Thank|you|and Thank|you|<unk> Thank|you|as Thanks|very|much Thank|you|really Thank|you|out Thank|you|quite Thank|you|Thank Thank|you|of Thanks|<comma>|thank Thank|you|this Thank|you|thank Thank|you|up Thank|you|much Thank|you|in Thank|you|-- Thank|you|; Thank|you|the Thank|you|pretty Thank|you|many I|thank|you Thank|you|there Thanks|<comma>|so Thank|you|to Thank|you|thanks Thank|you|or Thank|you|fun Well|thank|you Thank|you|now Thanks|very|<comma> But|thank|you Thank|you|: Thank|you|because Thank|you|good Thank|you|lot Okay|<comma>|thank Thank|you|I Thanks|very|<unk> Thank|you|can Thanks|a|lot Thank|you|- Thank|you|go Thanks|Thank|you Thanks|very|well Thank|you|guys Well|<comma>|thank Thank|you|beautiful Thank|you|love Thank|you|about And|Thank|you Now|thank|you Thank|you|then Thank|you|at Thank|you|not So|<comma>|thank Thank|you|stuff Thank|you|with Thank|you|Thanks Thank|you|two Thank|it|. Thank|you|away Thank|you|your Thank|you|it Thank|you|make Thank|you|! Thank|you|here Thank|you|some Thank|we|thank Thank|you|believe And|so|thank Thank|you|lots Thank|you|any So|Thank|you Thank|you|'s So|so|much Thanks|very|so And|so|<comma> Thank|you|ideas Now|<comma>|thank Thanks|to|thank Thank|you|on Thank|you|kind Thank|you|actually so|thank|you Thank|you|how Thank|you|And Thank|you|if Thank|you|coming
